date,New Zealand,Fiji,"UK, CI & IOM",France,Germany,Italy,Thailand,Malaysia,Singapore,China,Japan,Korea,India,Canada,Mexico,year,month
Aug-2024,79506.43478443928,2841.026176461166,24511.781676316314,6006.338219218147,7120.189673016818,4490.654278922488,5266.120480934221,13034.88188654267,29101.131653676657,55375.33651638327,38364.42792134408,25477.589582458197,24293.241201203917,6513.916096898554,521.6772631715293,2024,Aug
Sep-2024,83496.56087842691,3221.709584721471,29594.610145865943,7655.96632167947,8043.699422685336,3644.691149455143,4737.39352501713,16277.740549500824,22114.886142825504,51864.58952909379,22960.849272292846,21085.631001973565,23404.979915263204,7148.3884439990625,824.8140512306611,2024,Sep
Oct-2024,98188.12056017647,2925.6224894079005,38914.30395549785,8537.177914874621,11011.620068566603,4053.5733286976933,6281.276236295034,11399.35316957247,24575.228911026363,43158.2189883257,22114.886142825504,19393.704743038877,21832.898433003054,9834.321380057881,789.565587502855,2024,Oct
Nov-2024,81198.36104337397,3750.4365406385614,44370.76614056223,8445.531909182324,11462.800404282521,4286.213189301213,4384.9088877390695,10334.849564992728,27796.938495747836,39337.285520231526,24561.12952553524,22368.675081665704,29002.4359552388,12047.9249021641,789.565587502855,2024,Nov
Dec-2024,94183.89508069771,6471.617940425187,73126.46284970638,10419.445877939463,18632.337926518267,6647.860259064217,6076.8351466737595,11970.378281962927,32506.13324978272,49749.68170542543,28248.11883146375,26880.478438824877,37180.0795400898,14317.925966234809,1508.634247550098,2024,Dec
Jan-2025,67853.2926760266,2841.026176461166,50151.51419192242,8572.426378602426,11695.44026488604,4638.697826579273,3179.4114282481037,7543.17123775049,11639.042722921551,80831.77702060479,15488.17496199797,29051.78380445773,19492.400441476733,11794.135963323897,1057.4539118341809,2025,Jan
Feb-2025,62601.27158058351,3271.0574339403993,54719.71509104608,9425.439200815332,13958.391636211187,4547.051820886978,4420.157351466876,11124.415152495583,15396.528956305674,86485.63060254487,27832.18695947564,29383.119363499107,28142.373440280335,14332.025351725932,923.509749668518,2025,Feb
Mar-2025,73718.63704033353,2833.976483715605,52534.31033992211,8346.836210744468,13563.60884245976,3954.877630259836,5710.251123904577,11794.135963323897,23926.657178434732,50045.768800739,32957.31358549864,20556.904046056476,30574.51743749895,13986.590407193433,768.4165092661714,2025,Mar
Apr-2025,87380.94158123115,3080.715729810247,39471.22968239719,6979.195818105593,8473.73068016457,3045.467266082441,9954.166156732423,9474.78705003426,18378.548987678063,52005.58338400502,12407.459232187723,13775.099624826596,25442.34111873039,9178.69995472069,881.2115931951507,2025,Apr
May-2025,82657.64744170514,3524.846372780603,21684.854885346267,6062.735761182637,5181.524167987486,2791.6783272422376,6429.31978395182,14719.758452731798,30384.175733368797,47479.680641354724,16369.38655519312,17017.95828778475,33796.22702222042,6647.860259064217,521.6772631715293,2025,May
Jun-2025,84405.97124260431,2897.4237184256554,19668.642760115763,5364.816179372077,4384.9088877390695,2544.939081147595,4476.554893431366,11068.017610531093,42904.4300494855,42439.15032827846,15206.187252175521,16425.784097157608,25921.720225428555,5604.505732721159,514.627570425968,2025,Jun
Jul-2025,86647.77353569277,2523.7900029109114,39802.56524143857,8628.823920566916,8177.643584850998,3997.1757867332035,6316.52470002284,12125.471522365275,24180.446117274936,79591.03109738602,25526.937431677125,20951.686839807902,20133.922481322803,6647.860259064217,1106.8017610531092,2025,Jul
